x_1,x_2,y
6.389754846411007,7.750688845688099,2
7.476391855214124,8.996626994370375,2
0.7240536146717091,0.8058565281137808,1
3.4807197110091526,7.120911203122051,0
4.17269501646892,3.1496075768845366,1
2.583076163839255,2.0614339198405442,1
0.9359856631063845,8.305139110422324,0
2.528622728157257,3.7297886080809395,1
7.03578416340981,2.3795965944775888,1
9.049912172947232,2.486071190148632,2
8.547126180313905,3.4549602331892846,2
4.634803536877129,1.8221783358690902,1
0.5334335524354206,2.2417704727780974,1
9.792269394771626,7.546687682894655,2
4.509998388517282,0.3483497710259442,1
7.048650816217352,8.622647919230486,2
4.003524936395138,1.2308112560026896,1
2.0374847351527836,9.60133302380913,0
4.616248457846889,0.3305193988878341,1
7.931364505443249,0.11400330827934568,1
6.712138337722485,2.036799141122926,1
8.010511387968286,8.98879989826906,2
9.878638366965703,4.212188213751519,2
7.8033548070923135,8.9352905781321,2
1.7917683293698161,7.887627350720231,0
1.8623453717241878,8.975696927088276,0
8.01211277520135,8.121422763502332,2
9.388272754870718,9.392610466246381,2
4.486806599630249,1.0790121852834778,1
4.2775286835581845,8.965054934996653,0
1.957287268641894,2.1490690712628924,1
1.5601181625208982,2.007020891498539,1
9.907010953264862,2.444612690509146,2
6.794806928653026,2.0091829859012647,1
5.947555968193896,9.950830256124107,2
8.305227230314557,6.274232977952772,2
8.839309923732031,6.555504930241021,2
7.442737998298047,8.693919521963853,2
1.717725316267138,0.41174659155899906,1
1.7700891783056694,1.333042161464788,1
9.858575547456658,8.714366058078904,2
2.574610845586338,6.627924218376336,0
6.277061349676405,9.004466618136036,2
4.0848188759222985,4.173116205135915,1
2.737758582339306,0.47897249943697484,1
7.550791584658256,0.42658681498952244,1
3.1463684889964325,9.976999543632271,0
7.906556225642687,8.199287636869245,2
4.918895746679029,4.187998417508329,1
4.129731251342218,6.686902337020997,0
0.9410135874259562,7.08827649383995,0
3.391452734116469,1.114606299269355,1
7.862379921449118,7.313895726470872,2
1.637799850886964,9.700916627237126,0
4.0849672169545395,0.02538607022324446,1
2.9419714485237938,4.109029439336094,1
6.440330828615489,7.5506632583246365,2
9.517772826750667,7.1696252656755535,2
4.2656320661097045,4.094816834792022,1
9.506340493518712,4.516484408636554,2
8.898023456119837,9.237354018246002,2
0.4116479051167743,7.044169741553463,0
3.6155831056911882,2.427462168031184,1
3.999307752844543,0.571281219148968,1
7.718545584533462,9.35442092527228,2
7.207074168191658,5.256880140778426,2
9.818327213174518,7.980621806804996,2
0.03774086991785719,6.985167845418131,0
0.7942657019523891,8.804978749486082,0
9.593227489592493,3.2307565063538757,2
3.5065064596446582,1.1819996973217206,1
5.888149363503028,2.781339521154483,1
5.109905478765972,0.37954184333388374,1
0.7995458439775516,5.840112812676635,0
0.9946159774919683,0.996767692254138,1
5.898882724242055,9.960433474156236,2
8.14368808753515,3.4825019073049135,2
1.2511466202179022,4.434491451574541,1
4.375382754371373,7.151074165639237,0
2.449481406987327,3.0215133376389014,1
9.78286158048372,5.0166175715647645,2
5.657129961007507,2.8456875534771333,1
9.524615845947514,6.7288716956550685,2
1.3008271718050635,4.226893667451906,1
6.912313405913454,8.703067261190606,2
3.872934840139667,9.333133471860993,0
1.1193637414153523,3.184552867346473,1
1.6619287240843106,8.567217179495156,0
8.64308705337649,3.832421676629928,2
1.453096159763294,7.49995558988759,0
7.812296711545369,1.6122203370395372,1
0.7661743095073348,1.9519732365021913,1
1.0006080311818644,6.7799940746838345,0
3.121225818218277,8.255815372938283,0
9.979183767318032,0.8633611539338515,2
7.949492804130962,3.190774997128681,2
8.079703203623623,7.817725044681839,2
0.7006480365273748,9.519436519002552,0
2.331638316474166,2.824763150859857,1
6.753397854686448,0.03634902947718954,1
9.842059010503121,8.06423761999817,2
2.467286096822392,6.438044998065754,0
2.450297233291697,1.5987585202597476,1
7.845647419292698,9.579078521653654,2
1.4426059793301649,2.8838058531724906,1
1.2169271868909781,9.98293684722691,0
2.6280369152731686,8.199756260316045,0
0.23165714571517615,7.473327241282622,0
3.2879452967275458,9.871882265769836,0
4.175214761674463,5.699875818869916,0
4.898622690979529,4.491901229814395,1
6.3444751042198675,6.590232023168044,2
2.8840295070879494,4.007004286464204,1
6.7283176792863655,5.3445798422812345,2
3.8772997426889013,0.250485601869872,1
7.343044817622628,5.950815618142583,2
4.375495148686323,3.2954900858261995,1
8.549653563311457,2.536800907134805,2
8.49582050888319,9.034418567358998,2
7.656027054693513,8.252175060813581,2
6.232763109279878,7.230776810235996,2
1.3091148912504003,2.6070303479867696,1
1.3277267253001868,8.391191502678376,0
1.3810542666718462,3.7292063915078097,1
9.640232485268058,8.855010282055526,2
9.93422240691853,0.8638942024852625,2
8.987435104581895,4.487578324278637,2
7.770391399188883,5.676654663761216,2
5.582252381230399,5.56396371844272,2
6.734540155032317,5.123709776187447,2
0.7245240087722138,0.5887707835033662,1
8.329740851805663,2.457884047475819,2
9.381340470315164,1.9099165638085713,2
5.16601444599411,2.0800862461228076,1
9.105959210520073,3.3425709343286014,2
8.06819743598022,0.18947180168234268,1
3.529672978372742,2.5578710223786896,1
4.567135834884153,1.1117819232238912,1
7.603415906597753,0.5596746567377853,1
7.157972656966195,1.040223819768138,1
9.586322547846493,2.618547378132053,2
7.248343857942265,9.067257870885015,2
1.674073835773795,9.425060729213193,0
7.272154579991476,3.9865768367834207,2
9.470244524811282,6.034028749224726,2
6.287815231474977,4.779344435066263,2
6.135280301182738,1.687588309364193,1
9.769064257655554,9.888463813159838,2
1.7958226508665742,0.32831496367728974,1
0.7768930228613513,3.9981623396351162,1
6.887739269842635,4.324869804889301,2
8.670412089768831,3.310278245855404,2
4.377284151376795,9.836106334417911,0
1.8819035896298997,5.564231354526386,0
6.946312859913798,0.6494839571087596,1
8.403414318484737,3.0381423121530005,2
6.3941337324478384,9.211147561824887,2
9.559098484486862,5.057870567358613,2
6.684021226862661,4.439420984295252,2
9.321370332867039,9.927723210995051,2
8.782779769192516,4.154910328266213,2
9.841241994252007,1.865471597668269,2
1.7926569342349552,3.4255779803405364,1
2.693519422232437,1.5045899171452526,1
8.302393546122094,0.5553374125691013,1
8.916577173693893,4.649168314648577,2
5.676282629538637,7.425520459150916,2
0.8359092764670129,5.670847648171301,0
3.3943845970985267,3.7237861252072033,1
2.1591708284956415,1.279184696122233,1
5.286056252884402,2.6473814190228673,1
7.204494876913063,0.8502015679140484,1
9.487084124504388,9.327043908927159,2
2.7477132798423574,6.162540432434785,0
0.20804979698546555,7.571812082707004,0
8.077944608565634,9.732891002538969,2
8.639820634881994,9.67186656285145,2
0.8479630481384892,8.328497503736054,0
2.249428323958872,9.633812744269948,0
5.534236090982583,1.6735733375297035,1
7.03573611151775,4.267357137046223,2
9.5782555462123,4.574854307158704,2
4.117729073205219,4.05182304740571,1
2.6809362329797293,9.15422881724669,0
3.1518598232143957,8.577124193758511,0
3.4562616980593863,7.80042991964997,0
6.663120463165195,1.9199892556880493,1
6.2637658705716035,9.677166189706789,2
9.280614153626658,4.866131939366339,2
8.472286070974015,4.20543678139539,2
7.6517408480385765,3.2230296556984026,2
0.43367798916866374,3.1560801013640036,1
2.4338250213171175,0.9722821303087736,1
8.136943766802366,4.278840342099182,2
2.2972116513615926,8.306511262802857,0
1.1648117132516145,9.618049501534024,0
4.203357829025913,0.9845392680919762,1
3.388665558883729,1.0386709849025444,1
9.42523233131065,9.725129129836906,2
8.223963743269287,9.110217327157606,2
9.802927334826226,5.608245553838341,2
4.489114459558381,8.529547418984649,0
2.510031733737208,2.564223074154831,1
9.151042217178734,5.051796500877639,2
7.658925398141781,7.5466223453364645,2
1.971484850483265,3.6635575316651425,1
3.8194884628974144,6.431880488648342,0
0.058171724786664214,0.9219604365302203,1
7.927708782976746,9.93226072491217,2
5.625829844486974,1.267426311388089,1
3.957453056154155,1.4973702195131822,1
0.24219854847011058,1.3758728284211275,1
0.6082668234084498,3.0662735589037924,1
3.8803373318217114,7.160457458087157,0
8.442321066411385,6.061272520557007,2
7.970450842330129,5.460742071037821,2
9.772663812201857,5.70112879084352,2
7.976963199284498,1.2636551212905256,1
8.718361129352145,7.750356938920203,2
5.182383326573544,0.6117460429088217,1
6.540746793601287,4.911559248652737,2
6.8720925016245324,7.177378342610917,2
0.3331458322495362,6.938158154317019,0
0.1784891959104784,5.520382926021035,0
7.717737342977835,7.285170687649484,2
5.325095081828826,1.0613576025398364,1
4.141519601493052,0.7502556011264316,1
8.2667827974699,3.1698503353555516,2
4.440327957715673,9.30207845833628,0
0.11630764201882027,3.260257387481923,1
8.993615138857896,5.225259815519664,2
1.8534429156585441,9.224498866560912,0
0.214302005836845,2.049428527972823,1
6.927695383741563,3.908322285620023,2
8.824502140262009,4.5756230553544395,2
7.434267811872272,9.86855367019182,2
7.945711614214286,4.584292503961109,2
2.0450844820579137,8.717087614573881,0
1.4379282962940054,9.104544831052973,0
0.7393536412794344,0.02572024212432078,1
0.0742731400094021,3.800777978652765,1
0.9786565014269089,6.787993577357527,0
7.728829033748731,1.7690745522499107,1
1.418971778128928,3.9803337066653555,1
3.092032485529277,2.5624220230090144,1
0.4705573753865899,9.251305302231124,0
6.764734956725325,4.168402232027145,2
5.345470840841808,3.1379432996255128,1
2.246076927455829,2.9020618796039663,1
2.7737476179143417,3.3031208826922107,1
9.858377575433003,8.001776863881947,2
8.442967054117714,3.1141323215224515,2
4.265933526225169,4.132602704650749,1
2.813349690718213,1.566276792711776,1
6.186903759205292,2.3110838986932682,1
0.7991802876501553,0.5933587806663398,1
4.373826003811714,5.764944274803919,0
4.886577840980539,2.73918029012324,1
9.683649672532844,8.379743804152287,2
6.266334142178497,7.303607430327814,2
1.6646262333951478,6.2838667616788735,0
4.325908427348088,8.270720736739316,0
8.77825998312412,7.6036975373382045,2
7.171727505856919,8.468544037764643,2
9.554092170148092,3.0691665306294014,2
7.756982826780869,3.3979690369253914,2
2.542126859227035,0.6480866510098415,1
3.3309989747100333,8.95055569134174,0
4.63166790192224,2.9093082623956725,1
4.035706711137886,0.053785540832251844,1
9.690296400984428,2.6476656913252086,2
6.447217428484212,1.8948204539554159,1
2.46844156875576,5.706364871616943,0
3.6259700075628176,2.9569731881776704,1
4.120436990812508,6.719426673292878,0
3.1423788534348027,5.930956732766144,0
8.86092849886094,6.693490969621422,2
7.201603209837564,6.169627959688637,2
5.429749523030755,3.0145558019507215,1
6.204499789913811,8.623005482478526,2
6.988981690408908,4.662771027686486,2
8.805221886959675,2.6603269696169605,2
4.4986894888742235,1.9755199656132372,1
7.0569533319005116,7.06111918506132,2
6.861126535121191,6.425312620088994,2
1.0331463672880026,6.583018888699501,0
2.466935082211653,3.058136720002129,1
7.003015817165944,1.7624365494302918,1
9.310536573915384,6.744134398067433,2
6.236691757319189,7.3912970353897816,2
8.217464794846299,4.233701971004466,2
9.098598250816485,6.023604888135393,2
7.8041865085338475,4.740884704002441,2
2.6012106392287357,3.529607120978382,1
4.929937759391786,1.2590862876092979,1
8.721307827733625,2.1321814408647475,2
1.4693162093450463,3.702101451117631,1
8.207131501291553,4.487219453992836,2
4.954212665933525,2.29496142859512,1
8.438643066747797,5.469780576253893,2
2.4906493948346076,8.471241301933663,0
7.459976283011276,6.75176397865344,2
0.9613867340188165,8.028722851291782,0
6.576789320411089,0.45554838652808183,1
3.613587102842141,9.932009013894774,0
1.8181670646896286,7.919254024714589,0
2.8307747343592284,1.8203099557218583,1
0.40832021724305667,8.823597107631588,0
